,ClientID,DistID,ClientAge,Gender,DisponentID,AccountID,DspType,CardID,CardType,CrdIssueDate,DistName,Region,Inhabitants,Municipalities<499,Muncipalities<500_1999,Municipalities<2000_9999,Municipalities<10000,NumCities,RatioUrban,AvgSalary,UnempRate95,UnempRate96,Entrep1000Inhab,Crimes95,Crimes96,AccDistID,StatementFreq,AccOpenedOn,DaysAccOpenedOn,OrderFrequency,FreqOrdLease,FreqOrdHousing,FreqOrdInsurance,MValLease,MValHousing,MValInsurance,LoanID,LoanDate,LoanAmount,LoanDuration,MonthlyLoanPymt,LoanStatus,DaysLoan,TransactionRecency,LOR,TransactionFrequency,MValTrnCred,MValTrnWDR,CustomerType
1509,1598,67,74.73698630136987,M,1598,1322,OWNER,,,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,17,MONTHLY,1993-07-05,185,2.0,0.0,2.0,0.0,,31342.5,,,,,,,,,1,2005,374,2238.7360902255637,1141.463070539419,
1510,1599,43,35.25479452054795,M,1599,1323,OWNER,,,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,MONTHLY,1996-05-20,1235,1.0,0.0,1.0,0.0,,31344.0,,,,,,,,,1,955,175,11293.45625,5827.744144144144,
1511,1600,43,34.56986301369863,F,1600,1323,DISPONENT,,,,Hradec Kralove,east Bohemia,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085,3891,43,MONTHLY,1996-05-20,1235,1.0,0.0,1.0,0.0,,31344.0,,,,,,,,,1,955,175,11293.45625,5827.744144144144,
1512,1601,42,30.78082191780822,F,1601,1324,OWNER,,,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,MONTHLY,1996-11-05,1404,2.0,0.0,1.0,0.0,,31345.0,,,,,,,,,1,786,152,9820.388888888889,4768.036734693877,
1513,1602,42,31.024657534246575,M,1602,1324,DISPONENT,,,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,MONTHLY,1996-11-05,1404,2.0,0.0,1.0,0.0,,31345.0,,,,,,,,,1,786,152,9820.388888888889,4768.036734693877,
1514,1603,26,31.367123287671234,M,1603,1325,OWNER,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,MONTHLY,1996-08-08,1315,2.0,0.0,1.0,0.0,,31347.0,,,,,,,,,1,875,150,1607.0372881355934,802.4219780219781,
1515,1604,26,30.46849315068493,F,1604,1325,DISPONENT,,,,Plzen - mesto,west Bohemia,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041,6261,26,MONTHLY,1996-08-08,1315,2.0,0.0,1.0,0.0,,31347.0,,,,,,,,,1,875,150,1607.0372881355934,802.4219780219781,
1516,1605,52,19.29041095890411,F,1605,1326,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,MONTHLY,1996-11-11,1410,4.0,0.0,1.0,1.0,,31349.0,31351.0,,,,,,,,1,780,189,2653.475,1095.108527131783,
1517,1606,65,17.34246575342466,M,1606,1327,OWNER,,,,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,65,MONTHLY,1994-08-24,600,,,,,,,,,,,,,,,1,1590,268,2598.6534883720933,2272.6676258992807,
1518,1607,8,58.64109589041096,F,1607,1328,OWNER,258.0,classic,1997-01-26,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,8,MONTHLY,1996-05-04,1219,1.0,1.0,0.0,0.0,31353.0,,,,,,,,,,1,971,168,17223.79552238806,10076.758536585365,
1519,1608,53,58.178082191780824,M,1608,1329,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1996-09-16,1354,3.0,0.0,1.0,0.0,,31355.0,,5229.0,1997-09-06,23520.0,12.0,1960.0,A,1709.0,1,836,175,6249.5084745762715,2940.613913043478,Favourable
1520,1609,53,55.62739726027397,F,1609,1329,DISPONENT,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1996-09-16,1354,3.0,0.0,1.0,0.0,,31355.0,,5229.0,1997-09-06,23520.0,12.0,1960.0,A,1709.0,1,836,175,6249.5084745762715,2940.613913043478,Favourable
1521,1610,68,57.73150684931507,F,1610,1330,OWNER,259.0,classic,1997-09-05,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,68,MONTHLY,1996-10-22,1390,,,,,,,,,,,,,,,1,800,152,16073.660606060608,12075.693902439027,
1522,1611,59,36.106849315068494,F,1611,1331,OWNER,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,MONTHLY,1995-01-03,732,2.0,0.0,1.0,0.0,,31358.0,,,,,,,,,1,1458,279,5876.590816326532,3053.1608938547483,
1523,1612,59,40.534246575342465,M,1612,1331,DISPONENT,,,,Kromeriz,south Moravia,108871,41,29,7,2,6,62.1,8444,3.24,3.47,106,2595,2305,59,MONTHLY,1995-01-03,732,2.0,0.0,1.0,0.0,,31358.0,,,,,,,,,1,1458,279,5876.590816326532,3053.1608938547483,
1524,1613,50,38.986301369863014,M,1613,1332,OWNER,,,,Svitavy,east Bohemia,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123,2134,59,MONTHLY,1993-03-25,83,1.0,0.0,1.0,0.0,,31360.0,,,,,,,,,1,2107,407,12152.330000000002,6014.211235955056,
1525,1614,21,61.66575342465753,M,1614,1333,OWNER,,,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,MONTHLY,1994-09-29,636,1.0,0.0,1.0,0.0,,31361.0,,,,,,,,,1,1554,279,5017.987500000001,3214.608383233533,
1526,1615,74,47.70958904109589,F,1615,1334,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-05-14,133,,,,,,,,,,,,,,,1,2057,327,2984.8598639455786,2328.9177777777777,
1527,1616,54,61.652054794520545,M,1616,1335,OWNER,260.0,classic,1998-07-05,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,54,MONTHLY,1995-09-21,993,2.0,0.0,1.0,0.0,,31362.0,,,,,,,,,1,1197,239,7784.7722891566245,3835.6243589743585,
1528,1617,5,49.706849315068496,F,1617,1336,OWNER,,,,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,5,MONTHLY,1997-02-26,1517,1.0,0.0,1.0,0.0,,31364.0,,,,,,,,,1,673,125,8913.978723404256,5072.002564102563,
1529,1618,17,20.08219178082192,F,1618,1337,OWNER,,,,Pelhrimov,south Bohemia,74062,99,15,4,2,7,61.4,8114,2.38,2.62,119,1003,1181,23,MONTHLY,1993-09-01,243,1.0,0.0,1.0,0.0,,31365.0,,,,,,,,,1,1947,376,2847.7636363636366,2164.5069999999996,
1530,1619,74,57.967123287671235,F,1619,1338,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-01-11,10,3.0,0.0,1.0,1.0,,31366.0,31368.0,,,,,,,,1,2180,592,13463.634615384615,5263.546456692913,
1531,1620,74,63.673972602739724,M,1620,1338,DISPONENT,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1993-01-11,10,3.0,0.0,1.0,1.0,,31366.0,31368.0,,,,,,,,1,2180,592,13463.634615384615,5263.546456692913,
1532,1621,76,47.772602739726025,F,1621,1339,OWNER,,,,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,76,MONTHLY,1997-07-06,1647,,,,,,,,,,,,,,,1,543,64,11885.279411764708,11996.377777777776,
1533,1622,52,49.25479452054795,M,1622,1340,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,MONTHLY,1997-10-28,1761,3.0,0.0,1.0,1.0,,31369.0,31371.0,,,,,,,,1,429,87,2357.5151515151515,1005.1740740740742,
1534,1623,36,36.50684931506849,M,1623,1341,OWNER,,,,Liberec,north Bohemia,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796,6132,36,MONTHLY,1995-11-21,1054,1.0,0.0,1.0,0.0,,31372.0,,,,,,,,,1,1136,172,1689.1422535211266,1013.2990099009902,
1535,1624,9,34.33150684931507,M,1624,1342,OWNER,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,9,MONTHLY,1997-10-09,1742,4.0,1.0,1.0,1.0,31373.0,31374.0,31376.0,,,,,,,,1,448,105,11262.10294117647,4684.420895522388,
1536,1625,9,26.49041095890411,F,1625,1342,DISPONENT,,,,Nymburk,central Bohemia,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987,2487,9,MONTHLY,1997-10-09,1742,4.0,1.0,1.0,1.0,31373.0,31374.0,31376.0,,,,,,,,1,448,105,11262.10294117647,4684.420895522388,
1537,1628,12,42.8,F,1628,1344,OWNER,,,,Pribram,central Bohemia,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804,3868,12,TRANSACTION,1995-07-16,926,,,,,,,,,,,,,,,15,1250,219,17172.40693069307,14639.285714285714,
1538,1629,28,33.35616438356164,M,1629,1345,OWNER,261.0,gold,1995-11-09,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,28,MONTHLY,1993-10-19,291,2.0,0.0,1.0,0.0,,31380.0,,,,,,,,,1,1899,420,12346.015873015871,5107.708163265306,
1539,1630,28,35.89041095890411,F,1630,1345,DISPONENT,,,,Plzen - sever,west Bohemia,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580,1525,28,MONTHLY,1993-10-19,291,2.0,0.0,1.0,0.0,,31380.0,,,,,,,,,1,1899,420,12346.015873015871,5107.708163265306,
1540,1631,74,23.687671232876713,M,1631,1346,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1997-07-01,1642,2.0,0.0,1.0,0.0,,31382.0,,,,,,,,,1,548,105,1831.2268292682925,971.1375,
1541,1632,8,56.9013698630137,F,1632,1347,OWNER,,,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,8,MONTHLY,1996-11-24,1423,1.0,0.0,1.0,0.0,,31384.0,,,,,,,,,1,767,105,1648.5020833333335,1159.0877192982457,
1542,1633,55,27.361643835616437,F,1633,1348,OWNER,,,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,MONTHLY,1997-11-12,1776,3.0,0.0,1.0,1.0,,31385.0,31387.0,,,,,,,,1,414,80,4988.732258064516,2088.281632653061,
1543,1634,55,30.161643835616438,M,1634,1348,DISPONENT,,,,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,55,MONTHLY,1997-11-12,1776,3.0,0.0,1.0,1.0,,31385.0,31387.0,,,,,,,,1,414,80,4988.732258064516,2088.281632653061,
1544,1635,75,69.37808219178082,F,1635,1349,OWNER,,,,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,75,MONTHLY,1996-03-05,1159,2.0,0.0,2.0,0.0,,31388.5,,,,,,,,,1,1031,196,3260.3159420289853,1643.4125984251968,
1545,1636,75,67.34794520547945,M,1636,1349,DISPONENT,,,,Prerov,north Moravia,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063,4505,75,MONTHLY,1996-03-05,1159,2.0,0.0,2.0,0.0,,31388.5,,,,,,,,,1,1031,196,3260.3159420289853,1643.4125984251968,
1546,1637,21,56.23835616438356,M,1637,1350,OWNER,,,,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,21,WEEKLY,1996-08-25,1332,3.0,1.0,1.0,0.0,31390.0,31391.0,,,,,,,,,1,858,146,11244.331147540985,6772.641025641025,
1547,1638,40,45.95068493150685,F,1638,1351,OWNER,,,,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,40,MONTHLY,1996-03-29,1183,1.0,0.0,1.0,0.0,,31393.0,,,,,,,,,1,1007,138,1796.1063492063497,1119.4906666666668,
1548,1639,1,40.6986301369863,F,1639,1352,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1994-09-23,630,4.0,0.0,1.0,1.0,,31394.0,31396.0,,,,,,,,1,1560,432,13354.880769230771,4041.126829268293,
1549,1640,51,46.583561643835615,F,1640,1353,OWNER,,,,Trutnov,east Bohemia,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496,3839,51,MONTHLY,1994-04-21,475,2.0,0.0,1.0,0.0,,31398.0,,,,,,,,,1,1715,346,8654.480869565217,4132.431168831168,
1550,1641,31,76.97808219178083,F,1641,1354,OWNER,,,,Tachov,west Bohemia,51313,34,12,3,1,4,59.2,8930,3.52,4.2,108,1328,1452,31,MONTHLY,1997-06-21,1632,1.0,0.0,1.0,0.0,,31400.0,,,,,,,,,1,558,76,2503.358823529412,1713.5666666666668,
1551,1642,1,40.25479452054795,F,1642,1355,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1997-08-16,1688,1.0,0.0,1.0,0.0,,31401.0,,,,,,,,,1,502,85,9876.735294117647,5441.423529411764,
1552,1643,39,23.723287671232878,F,1643,1356,OWNER,,,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,39,MONTHLY,1997-02-01,1492,,,,,,,,,,,,,,,1,698,107,2462.89298245614,2521.256,
1553,1644,56,23.586301369863012,M,1644,1357,OWNER,,,,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,56,MONTHLY,1995-11-20,1053,1.0,0.0,1.0,0.0,,31402.0,,,,,,,,,1,1137,211,1938.455,1180.6954954954956,
1554,1645,39,38.83835616438356,F,1645,1358,OWNER,,,,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,39,MONTHLY,1996-04-21,1206,1.0,0.0,1.0,0.0,,31403.0,,,,,,,,,1,984,182,2674.466279069768,1989.9395833333335,
1555,1646,8,33.81643835616438,M,1646,1359,OWNER,,,,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,8,MONTHLY,1993-12-02,335,,,,,,,,,,,,,,,26,1830,120,1075.7389473684213,1220.0,
1556,1647,71,21.783561643835615,F,1647,1360,OWNER,262.0,junior,1995-08-24,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,71,MONTHLY,1994-08-14,590,,,,,,,,,,,,,,,1,1600,279,2840.371328671329,2525.3735294117646,
1557,1648,46,47.83835616438356,M,1648,1361,OWNER,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46,MONTHLY,1996-12-09,1438,1.0,0.0,1.0,0.0,,31404.0,,,,,,,,,1,752,125,11253.59387755102,6593.123684210525,
1558,1649,46,49.83013698630137,F,1649,1361,DISPONENT,,,,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,46,MONTHLY,1996-12-09,1438,1.0,0.0,1.0,0.0,,31404.0,,,,,,,,,1,752,125,11253.59387755102,6593.123684210525,
1559,1650,1,46.79178082191781,M,1650,1362,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-12-19,1448,,,,,,,,,,,,,,,1,742,83,9147.825,8755.4,
1560,1651,11,33.5013698630137,F,1651,1363,OWNER,,,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,MONTHLY,1997-03-23,1542,4.0,0.0,1.0,1.0,,31405.0,31407.0,,,,,,,,1,648,158,12378.236363636364,4498.680701754386,
1561,1653,42,55.57260273972603,M,1653,1365,OWNER,,,,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,42,MONTHLY,1996-03-15,1169,1.0,0.0,1.0,0.0,,31411.0,,,,,,,,,1,1021,185,2006.7285714285713,1177.5617021276598,
1562,1654,60,36.09041095890411,M,1654,1366,OWNER,,,,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,60,MONTHLY,1993-02-24,54,3.0,0.0,1.0,1.0,,31412.0,31414.0,,,,,,,,1,2136,534,3875.2251497005996,1699.108991825613,
1563,1655,74,27.926027397260274,M,1655,1367,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,MONTHLY,1996-08-20,1327,4.0,0.0,1.0,1.0,,31415.0,31417.0,,,,,,,,1,863,224,6372.072881355932,2129.8836363636365,
1564,1656,22,31.55890410958904,F,1656,1368,OWNER,,,,Domazlice,west Bohemia,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089,1117,22,MONTHLY,1996-12-12,1441,1.0,0.0,1.0,0.0,,31419.0,,,,,,,,,1,749,125,8006.33962264151,4944.070769230769,
1565,1657,32,64.2931506849315,M,1657,1369,OWNER,,,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,32,MONTHLY,1996-03-23,1177,2.0,0.0,1.0,0.0,,31420.0,,,,,,,,,1,1013,215,5835.739024390244,3188.818045112782,
1566,1658,52,70.41095890410959,F,1658,1370,OWNER,,,,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,52,MONTHLY,1996-09-25,1363,1.0,0.0,1.0,0.0,,31422.0,,,,,,,,,1,827,125,3146.578431372549,1631.962162162162,
1567,1659,1,62.087671232876716,F,1659,1371,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1994-04-27,481,1.0,0.0,1.0,0.0,,31423.0,,,,,,,,,1,1709,256,2413.4825688073392,1614.7795918367347,
1568,1660,1,17.068493150684933,F,1660,1372,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1993-03-16,74,,,,,,,,,,,,,,,1,2116,389,2897.052195121951,3102.983695652174,
1569,1661,47,46.74246575342466,F,1661,1373,OWNER,,,,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,MONTHLY,1993-06-12,162,2.0,0.0,1.0,0.0,,31424.0,,,,,,,,,1,2028,361,1555.3852713178296,796.3129310344827,
1570,1662,53,32.33972602739726,M,1662,1374,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1996-09-26,1364,1.0,0.0,0.0,0.0,,,,5236.0,1997-09-15,389136.0,48.0,8107.0,C,1718.0,1,826,166,25796.651785714286,13307.94239130435,Favourable
1571,1663,19,42.704109589041096,M,1663,1375,OWNER,,,,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,19,MONTHLY,1994-04-27,481,2.0,0.0,1.0,0.0,,31427.0,,5237.0,1995-08-29,45336.0,24.0,1889.0,A,970.0,1,1709,358,10833.338793103447,4842.31652892562,Favourable
1572,1664,64,81.1972602739726,F,1664,1376,OWNER,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,MONTHLY,1995-09-20,992,1.0,0.0,1.0,0.0,,31429.0,,,,,,,,,1,1198,167,2178.9080000000004,1523.4934782608696,
1573,1665,64,87.89315068493151,M,1665,1376,DISPONENT,,,,Zlin,south Moravia,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,64,MONTHLY,1995-09-20,992,1.0,0.0,1.0,0.0,,31429.0,,,,,,,,,1,1198,167,2178.9080000000004,1523.4934782608696,
1574,1666,1,58.37534246575343,M,1666,1377,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-09-25,1363,1.0,0.0,1.0,0.0,,31430.0,,,,,,,,,1,827,122,1850.629411764706,1117.7070422535212,
1575,1667,1,59.42465753424658,F,1667,1377,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-09-25,1363,1.0,0.0,1.0,0.0,,31430.0,,,,,,,,,1,827,122,1850.629411764706,1117.7070422535212,
1576,1668,20,50.40821917808219,F,1668,1378,OWNER,263.0,gold,1998-04-17,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,59,MONTHLY,1993-03-04,62,4.0,0.0,1.0,1.0,,31431.0,31433.0,,,,,,,,1,2128,600,13221.54295774648,3882.1834061135373,
1577,1669,47,47.21643835616438,M,1669,1379,OWNER,264.0,classic,1998-10-07,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,47,MONTHLY,1997-10-01,1734,1.0,0.0,1.0,0.0,,31435.0,,,,,,,,,1,456,69,5524.3393939393945,3735.4444444444443,
1578,1670,53,38.679452054794524,M,1670,1380,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1996-02-19,1144,3.0,1.0,1.0,0.0,31438.0,31436.0,,,,,,,,,1,1046,224,12740.074285714285,5343.4636363636355,
1579,1671,57,68.34246575342466,F,1671,1381,OWNER,,,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,MONTHLY,1993-11-01,304,1.0,0.0,1.0,0.0,,31439.0,,,,,,,,,1,1886,287,2058.104,1463.1308641975309,
1580,1672,57,72.03287671232877,M,1672,1381,DISPONENT,,,,Hodonin,south Moravia,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,57,MONTHLY,1993-11-01,304,1.0,0.0,1.0,0.0,,31439.0,,,,,,,,,1,1886,287,2058.104,1463.1308641975309,
1581,1673,48,27.4986301369863,M,1673,1382,OWNER,,,,Rychnov nad Kneznou,east Bohemia,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,48,MONTHLY,1993-08-03,214,1.0,0.0,1.0,0.0,,31440.0,,,,,,,,,1,1976,324,1577.634351145038,941.3782383419689,
1582,1674,11,79.23287671232876,F,1674,1383,OWNER,,,,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,11,MONTHLY,1996-04-15,1200,1.0,0.0,1.0,0.0,,31441.0,,,,,,,,,1,990,172,3653.459677419355,1763.1654545454546,
1583,1675,74,59.917808219178085,M,1675,1384,OWNER,,,,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,74,WEEKLY,1996-03-28,1182,,,,,,,,,,,,,,,1,1008,168,16786.06176470588,10613.793333333333,
1584,1676,53,46.93972602739726,M,1676,1385,OWNER,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1997-05-08,1588,1.0,0.0,1.0,0.0,,31442.0,,,,,,,,,1,602,106,9307.849999999999,5022.859375,
1585,1677,53,53.35342465753425,F,1677,1385,DISPONENT,,,,Blansko,south Moravia,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850,1903,53,MONTHLY,1997-05-08,1588,1.0,0.0,1.0,0.0,,31442.0,,,,,,,,,1,602,106,9307.849999999999,5022.859375,
1586,1679,67,57.74794520547945,F,1679,1387,OWNER,,,,Bruntal,north Moravia,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244,3079,67,MONTHLY,1997-01-01,1461,,,,,,,,,,,,,,,10,720,43,1420.289743589744,1625.0,
1587,1680,29,24.78082191780822,F,1680,1388,OWNER,265.0,classic,1996-06-28,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,29,MONTHLY,1994-05-02,486,,,,,,,,,,,,,,,1,1704,243,11449.515789473686,9626.702325581397,
1588,1681,34,59.13972602739726,M,1681,1389,OWNER,,,,Chomutov,north Bohemia,125236,28,11,1,4,5,87.7,9675,6.43,7.68,100,5323,5190,34,MONTHLY,1997-08-05,1677,2.0,0.0,1.0,0.0,,31448.0,,5241.0,1998-09-02,125472.0,24.0,5228.0,C,2070.0,1,513,126,13453.134615384617,8326.026470588235,Favourable
1589,1682,69,43.345205479452055,M,1682,1390,OWNER,,,,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,-1.0,7.01,124,-1,1358,69,MONTHLY,1996-12-30,1459,2.0,0.0,1.0,0.0,,31449.0,,,,,,,,,1,731,150,5278.737288135593,3058.2131868131864,
1590,1683,15,48.054794520547944,F,1683,1391,OWNER,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,MONTHLY,1996-12-21,1450,1.0,0.0,1.0,0.0,,31451.0,,,,,,,,,1,740,131,8498.132000000001,4716.264197530864,
1591,1684,15,53.221917808219175,M,1684,1391,DISPONENT,,,,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,15,MONTHLY,1996-12-21,1450,1.0,0.0,1.0,0.0,,31451.0,,,,,,,,,1,740,131,8498.132000000001,4716.264197530864,
1592,1685,61,55.73424657534247,F,1685,1392,OWNER,,,,Trebic,south Moravia,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112,2059,60,MONTHLY,1993-04-28,117,2.0,0.0,1.0,0.0,,31452.0,,,,,,,,,1,2073,441,12477.857857142857,5587.809966777409,
1593,1686,1,52.18356164383562,F,1686,1393,OWNER,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-11-24,1423,1.0,0.0,1.0,0.0,,31454.0,,,,,,,,,1,767,123,4193.81724137931,3247.5692307692307,
1594,1687,1,52.87945205479452,M,1687,1393,DISPONENT,,,,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1,MONTHLY,1996-11-24,1423,1.0,0.0,1.0,0.0,,31454.0,,,,,,,,,1,767,123,4193.81724137931,3247.5692307692307,
1595,1688,32,76.44657534246575,M,1688,1394,OWNER,,,,Ceska Lipa,north Bohemia,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,32,MONTHLY,1994-12-27,725,2.0,0.0,2.0,0.0,,31455.5,,,,,,,,,1,1465,270,3357.8720430107533,1390.360451977401,
